"country","outcome","rep","arm","n_areas","spearman","topk"
"Ghana","women_iron",3,"mse_nnls",75,0.4099625829406,0.421052631578947
"Ghana","women_iron",3,"rank_discrete",75,0.460177351987829,0.421052631578947
"Ghana","women_iron",3,"rank_nnls",75,0.385747265947337,0.473684210526316
"Ghana","women_iron",3,"domain_index",75,0.329805998882688,0.421052631578947
"Ghana","women_iron",3,"enet",75,0.0881709600586712,0.368421052631579
"Ghana","women_iron",3,"rf",75,0.436997984384652,0.421052631578947
"Ghana","women_iron",3,"mean",75,-0.150212976705691,0.263157894736842
"Ghana","women_iron",4,"mse_discrete",75,0.28472746263437,0.368421052631579
"Ghana","women_iron",4,"mse_nnls",75,0.355143594381877,0.473684210526316
"Ghana","women_iron",4,"rank_discrete",75,0.327172960849552,0.421052631578947
"Ghana","women_iron",4,"rank_nnls",75,0.344798488666989,0.473684210526316
"Ghana","women_iron",4,"domain_index",75,0.29222405712012,0.473684210526316
"Ghana","women_iron",4,"enet",75,0.0733848559199696,0.315789473684211
"Ghana","women_iron",4,"rf",75,0.37894165398191,0.421052631578947
"Ghana","women_iron",4,"mean",75,-0.212324500798073,0.210526315789474
"Ghana","women_iron",5,"mse_discrete",75,0.392247833227349,0.526315789473684
"Ghana","women_iron",5,"mse_nnls",75,0.349776801013792,0.578947368421053
"Ghana","women_iron",5,"rank_discrete",75,0.306741736767299,0.473684210526316
"Ghana","women_iron",5,"rank_nnls",75,0.330079374416183,0.578947368421053
"Ghana","women_iron",5,"domain_index",75,0.344784100481016,0.421052631578947
"Ghana","women_iron",5,"enet",75,0.176255278174371,0.421052631578947
"Ghana","women_iron",5,"rf",75,0.447630853819008,0.526315789473684
"Ghana","women_iron",5,"mean",75,-0.213866276218806,0.210526315789474
"Ghana","women_folate",1,"mse_discrete",75,0.303312013744338,0.368421052631579
"Ghana","women_folate",1,"mse_nnls",75,0.334324462851926,0.368421052631579
"Ghana","women_folate",1,"rank_discrete",75,0.284983884354468,0.368421052631579
"Ghana","women_folate",1,"rank_nnls",75,0.294789291057602,0.315789473684211
"Ghana","women_folate",1,"domain_index",75,0.263078491763309,0.263157894736842
"Ghana","women_folate",1,"enet",75,0.326927651690695,0.368421052631579
"Ghana","women_folate",1,"rf",75,0.271601214450045,0.315789473684211
"Ghana","women_folate",1,"mean",75,-0.179989908947815,0.105263157894737
"Ghana","women_folate",2,"mse_discrete",75,0.270204514076633,0.421052631578947
"Ghana","women_folate",2,"mse_nnls",75,0.266655754964598,0.368421052631579
"Ghana","women_folate",2,"rank_discrete",75,0.278641724495609,0.368421052631579
"Ghana","women_folate",2,"rank_nnls",75,0.290114620420062,0.368421052631579
"Ghana","women_folate",2,"domain_index",75,0.218783137063685,0.210526315789474
"Ghana","women_folate",2,"enet",75,0.315483259855496,0.421052631578947
"Ghana","women_folate",2,"rf",75,0.25176236832975,0.368421052631579
"Ghana","women_folate",2,"mean",75,-0.217078738670395,0.157894736842105
"Ghana","women_folate",3,"mse_discrete",75,0.302000825638687,0.421052631578947
"Ghana","women_folate",3,"mse_nnls",75,0.258361064991888,0.315789473684211
"Ghana","women_folate",3,"rank_discrete",75,0.255168606995519,0.315789473684211
"Ghana","women_folate",3,"rank_nnls",75,0.288689415957397,0.315789473684211
"Ghana","women_folate",3,"domain_index",75,0.264090386931801,0.263157894736842
"Ghana","women_folate",3,"enet",75,0.251733864240497,0.421052631578947
"Ghana","women_folate",3,"rf",75,0.291340296257953,0.368421052631579
