country,outcome,Admin1,Admin2,fold
Malawi,women_iron,Salima,TA Karonga,Salima
Malawi,women_iron,Chikwawa,TA Kasisi,Chikwawa
Malawi,women_iron,Machinga,TA Kawinga,Machinga
Malawi,women_iron,Salima,TA Khombedza,Salima
Malawi,women_iron,Lilongwe,TA Khongoni,Lilongwe
Malawi,women_iron,Karonga,TA Kilupula,Karonga
Malawi,women_iron,Blantyre,TA Kuntaja,Blantyre
Malawi,women_iron,Karonga,TA Kyungu,Karonga
Malawi,women_iron,Chikwawa,TA Lundu,Chikwawa
Malawi,women_iron,Mzimba,TA M'Mbelwa,Mzimba
Malawi,women_iron,Mulanje,TA Mabuka,Mulanje
Malawi,women_iron,Mzimba,TA Mabulabo,Mzimba
Malawi,women_iron,Salima,TA Maganga,Salima
Malawi,women_iron,Zomba,TA Malemia,Zomba
Malawi,women_iron,Nkhotakota,TA Malenga Chanzi,Nkhotakota
Malawi,women_iron,Phalombe,TA Mkhumba,Phalombe
Malawi,women_iron,Mchinji,TA Mlonyeni,Mchinji
Malawi,women_iron,Chiradzulu,TA Mpama,Chiradzulu
Malawi,women_iron,Mangochi,TA Mponda,Mangochi
Malawi,women_iron,Mzimba,TA Mtwalo,Mzimba
Malawi,women_iron,Nkhata Bay,TA Musisya,Nkhata Bay
Malawi,women_iron,Chitipa,TA Mwabulambya,Chitipa
Malawi,women_iron,Nkhotakota,TA Mwadzama,Nkhotakota
Malawi,women_iron,Kasungu,TA Mwase,Kasungu
Malawi,women_iron,Chitipa,TA Mwenemisuku,Chitipa
Malawi,women_iron,Chitipa,TA Mwenewenya,Chitipa
Malawi,women_iron,Mangochi,TA Nankumba,Mangochi
Malawi,women_iron,Chiradzulu,TA Nchema,Chiradzulu
Malawi,women_iron,Thyolo,TA Nchilamwela,Thyolo
Malawi,women_iron,Nsanje,TA Ndamera,Nsanje
Malawi,women_iron,Neno,TA Ngozi,Neno
Malawi,women_iron,Ntcheu,TA Njolomole,Ntcheu
Malawi,women_iron,Balaka,TA Nsamala,Balaka
Malawi,women_iron,Mwanza,TA Nthache,Mwanza
Malawi,women_iron,Dedza,TA Pemba,Dedza
Malawi,women_iron,Ntcheu,TA Phambala,Ntcheu
Malawi,women_iron,Kasungu,TA Santhe,Kasungu
Malawi,women_iron,Neno,TA Symon,Neno
Malawi,women_iron,Dedza,TA Tambala,Dedza
Malawi,women_iron,Nkhata Bay,TA Timbiri,Nkhata Bay
Malawi,women_iron,Karonga,TA Wasambo,Karonga
Malawi,women_iron,Mchinji,TA Zulu,Mchinji
Malawi,women_folate,Blantyre,Blantyre City,Blantyre
Malawi,women_folate,Chitipa,Chitipa Boma,Chitipa
Malawi,women_folate,Karonga,Karonga Town,Karonga
Malawi,women_folate,Lilongwe,Lilongwe City,Lilongwe
Malawi,women_folate,Mwanza,Majete Game Reserve - Mwanza,Mwanza
Malawi,women_folate,Mzimba,Mzimba Boma,Mzimba
Malawi,women_folate,Mzimba,Mzuzu City,Mzimba
Malawi,women_folate,Nkhotakota,Nkhotakota Boma,Nkhotakota
Malawi,women_folate,Nsanje,Nsanje Boma,Nsanje
Malawi,women_folate,Chitipa,Nyika N.P. - Chitipa,Chitipa
Malawi,women_folate,Rumphi,Rumphi Boma,Rumphi
Malawi,women_folate,Rumphi,SC Chapinduka,Rumphi
Malawi,women_folate,Ntchisi,SC Chilooko,Ntchisi
Malawi,women_folate,Mangochi,SC Chowe,Mangochi
Malawi,women_folate,Mchinji,SC Dambe,Mchinji
Malawi,women_folate,Ntcheu,SC Goodson Ganya,Ntcheu
Malawi,women_folate,Mulanje,SC Juma,Mulanje
Malawi,women_folate,Rumphi,SC Kachulu,Rumphi
Malawi,women_folate,Salima,SC Kambwiri,Salima
Malawi,women_folate,Kasungu,SC Kawamba,Kasungu
Malawi,women_folate,Dowa,SC Kayembe,Dowa
Malawi,women_folate,Ntcheu,SC Makwangwala,Ntcheu
Malawi,women_folate,Nkhata Bay,SC Malanda,Nkhata Bay
Malawi,women_folate,Thyolo,SC Mbawela,Thyolo
Malawi,women_folate,Nsanje,SC Mbenje,Nsanje
Malawi,women_folate,Zomba,SC Mbiza,Zomba
Malawi,women_folate,Mchinji,SC Mduwa,Mchinji
Malawi,women_folate,Dowa,SC Mkukula,Dowa
Malawi,women_folate,Dowa,SC Mponela,Dowa
Malawi,women_folate,Rumphi,SC Mwankhunikira,Rumphi
Malawi,women_folate,Ntchisi,SC Nthondo,Ntchisi
Malawi,women_folate,Thyolo,TA Bvumbwe,Thyolo
Malawi,women_folate,Rumphi,TA Chikulamayembe,Rumphi
Malawi,women_folate,Mzimba,TA Chindi,Mzimba
Malawi,women_folate,Lilongwe,TA Chiseka,Lilongwe
Malawi,women_folate,Dowa,TA Dzoole,Dowa
Malawi,women_folate,Nkhata Bay,TA Fukamapiri,Nkhata Bay
Malawi,women_folate,Lilongwe,TA Kabudula,Lilongwe
Malawi,women_folate,Nkhata Bay,TA Kabunduli,Nkhata Bay
Malawi,women_folate,Chiradzulu,TA Kadewere,Chiradzulu
Malawi,women_folate,Balaka,TA Kalembo,Balaka
Malawi,women_folate,Kasungu,TA Kaluluma,Kasungu
Malawi,women_folate,Ntchisi,TA Kalumo,Ntchisi
Malawi,women_folate,Nkhotakota,TA Kanyenda,Nkhotakota
Malawi,women_folate,Dedza,TA Kaphuka,Dedza
Malawi,women_folate,Salima,TA Karonga,Salima
Malawi,women_folate,Chikwawa,TA Kasisi,Chikwawa
Malawi,women_folate,Machinga,TA Kawinga,Machinga
Malawi,women_folate,Salima,TA Khombedza,Salima
Malawi,women_folate,Lilongwe,TA Khongoni,Lilongwe
Malawi,women_folate,Karonga,TA Kilupula,Karonga
Malawi,women_folate,Blantyre,TA Kuntaja,Blantyre
Malawi,women_folate,Karonga,TA Kyungu,Karonga
Malawi,women_folate,Chikwawa,TA Lundu,Chikwawa
Malawi,women_folate,Mzimba,TA M'Mbelwa,Mzimba
Malawi,women_folate,Mulanje,TA Mabuka,Mulanje
Malawi,women_folate,Mzimba,TA Mabulabo,Mzimba
Malawi,women_folate,Salima,TA Maganga,Salima
Malawi,women_folate,Zomba,TA Malemia,Zomba
Malawi,women_folate,Nkhotakota,TA Malenga Chanzi,Nkhotakota
Malawi,women_folate,Phalombe,TA Mkhumba,Phalombe
Malawi,women_folate,Mchinji,TA Mlonyeni,Mchinji
Malawi,women_folate,Chiradzulu,TA Mpama,Chiradzulu
Malawi,women_folate,Mangochi,TA Mponda,Mangochi
Malawi,women_folate,Mzimba,TA Mtwalo,Mzimba
Malawi,women_folate,Nkhata Bay,TA Musisya,Nkhata Bay
Malawi,women_folate,Chitipa,TA Mwabulambya,Chitipa
Malawi,women_folate,Nkhotakota,TA Mwadzama,Nkhotakota
Malawi,women_folate,Kasungu,TA Mwase,Kasungu
Malawi,women_folate,Chitipa,TA Mwenemisuku,Chitipa
Malawi,women_folate,Chitipa,TA Mwenewenya,Chitipa
Malawi,women_folate,Mangochi,TA Nankumba,Mangochi
Malawi,women_folate,Chiradzulu,TA Nchema,Chiradzulu
Malawi,women_folate,Thyolo,TA Nchilamwela,Thyolo
Malawi,women_folate,Nsanje,TA Ndamera,Nsanje
Malawi,women_folate,Neno,TA Ngozi,Neno
Malawi,women_folate,Ntcheu,TA Njolomole,Ntcheu
Malawi,women_folate,Balaka,TA Nsamala,Balaka
Malawi,women_folate,Mwanza,TA Nthache,Mwanza
Malawi,women_folate,Dedza,TA Pemba,Dedza
Malawi,women_folate,Ntcheu,TA Phambala,Ntcheu
Malawi,women_folate,Kasungu,TA Santhe,Kasungu
Malawi,women_folate,Neno,TA Symon,Neno
Malawi,women_folate,Dedza,TA Tambala,Dedza
Malawi,women_folate,Nkhata Bay,TA Timbiri,Nkhata Bay
Malawi,women_folate,Karonga,TA Wasambo,Karonga
Malawi,women_folate,Mchinji,TA Zulu,Mchinji
Malawi,women_b12,Blantyre,Blantyre City,Blantyre
Malawi,women_b12,Chitipa,Chitipa Boma,Chitipa
Malawi,women_b12,Karonga,Karonga Town,Karonga
Malawi,women_b12,Lilongwe,Lilongwe City,Lilongwe
Malawi,women_b12,Mwanza,Majete Game Reserve - Mwanza,Mwanza
Malawi,women_b12,Mzimba,Mzimba Boma,Mzimba
Malawi,women_b12,Mzimba,Mzuzu City,Mzimba
Malawi,women_b12,Nkhotakota,Nkhotakota Boma,Nkhotakota
Malawi,women_b12,Nsanje,Nsanje Boma,Nsanje
Malawi,women_b12,Chitipa,Nyika N.P. - Chitipa,Chitipa
Malawi,women_b12,Rumphi,Rumphi Boma,Rumphi
Malawi,women_b12,Rumphi,SC Chapinduka,Rumphi
Malawi,women_b12,Ntchisi,SC Chilooko,Ntchisi
Malawi,women_b12,Mangochi,SC Chowe,Mangochi
Malawi,women_b12,Mchinji,SC Dambe,Mchinji
Malawi,women_b12,Ntcheu,SC Goodson Ganya,Ntcheu
Malawi,women_b12,Mulanje,SC Juma,Mulanje
Malawi,women_b12,Rumphi,SC Kachulu,Rumphi
Malawi,women_b12,Salima,SC Kambwiri,Salima
Malawi,women_b12,Kasungu,SC Kawamba,Kasungu
Malawi,women_b12,Dowa,SC Kayembe,Dowa
Malawi,women_b12,Ntcheu,SC Makwangwala,Ntcheu
Malawi,women_b12,Nkhata Bay,SC Malanda,Nkhata Bay
Malawi,women_b12,Thyolo,SC Mbawela,Thyolo
Malawi,women_b12,Nsanje,SC Mbenje,Nsanje
Malawi,women_b12,Zomba,SC Mbiza,Zomba
Malawi,women_b12,Mchinji,SC Mduwa,Mchinji
Malawi,women_b12,Dowa,SC Mkukula,Dowa
Malawi,women_b12,Dowa,SC Mponela,Dowa
Malawi,women_b12,Rumphi,SC Mwankhunikira,Rumphi
Malawi,women_b12,Ntchisi,SC Nthondo,Ntchisi
Malawi,women_b12,Thyolo,TA Bvumbwe,Thyolo
Malawi,women_b12,Rumphi,TA Chikulamayembe,Rumphi
Malawi,women_b12,Mzimba,TA Chindi,Mzimba
Malawi,women_b12,Lilongwe,TA Chiseka,Lilongwe
Malawi,women_b12,Dowa,TA Dzoole,Dowa
Malawi,women_b12,Nkhata Bay,TA Fukamapiri,Nkhata Bay
Malawi,women_b12,Lilongwe,TA Kabudula,Lilongwe
Malawi,women_b12,Nkhata Bay,TA Kabunduli,Nkhata Bay
Malawi,women_b12,Chiradzulu,TA Kadewere,Chiradzulu
Malawi,women_b12,Balaka,TA Kalembo,Balaka
Malawi,women_b12,Kasungu,TA Kaluluma,Kasungu
Malawi,women_b12,Ntchisi,TA Kalumo,Ntchisi
Malawi,women_b12,Nkhotakota,TA Kanyenda,Nkhotakota
Malawi,women_b12,Dedza,TA Kaphuka,Dedza
Malawi,women_b12,Salima,TA Karonga,Salima
Malawi,women_b12,Chikwawa,TA Kasisi,Chikwawa
Malawi,women_b12,Machinga,TA Kawinga,Machinga
Malawi,women_b12,Salima,TA Khombedza,Salima
Malawi,women_b12,Lilongwe,TA Khongoni,Lilongwe
Malawi,women_b12,Karonga,TA Kilupula,Karonga
Malawi,women_b12,Blantyre,TA Kuntaja,Blantyre
Malawi,women_b12,Karonga,TA Kyungu,Karonga
Malawi,women_b12,Chikwawa,TA Lundu,Chikwawa
Malawi,women_b12,Mzimba,TA M'Mbelwa,Mzimba
Malawi,women_b12,Mulanje,TA Mabuka,Mulanje
Malawi,women_b12,Mzimba,TA Mabulabo,Mzimba
Malawi,women_b12,Salima,TA Maganga,Salima
Malawi,women_b12,Zomba,TA Malemia,Zomba
Malawi,women_b12,Nkhotakota,TA Malenga Chanzi,Nkhotakota
Malawi,women_b12,Phalombe,TA Mkhumba,Phalombe
Malawi,women_b12,Mchinji,TA Mlonyeni,Mchinji
Malawi,women_b12,Chiradzulu,TA Mpama,Chiradzulu
Malawi,women_b12,Mangochi,TA Mponda,Mangochi
Malawi,women_b12,Mzimba,TA Mtwalo,Mzimba
Malawi,women_b12,Nkhata Bay,TA Musisya,Nkhata Bay
Malawi,women_b12,Chitipa,TA Mwabulambya,Chitipa
Malawi,women_b12,Nkhotakota,TA Mwadzama,Nkhotakota
Malawi,women_b12,Kasungu,TA Mwase,Kasungu
Malawi,women_b12,Chitipa,TA Mwenemisuku,Chitipa
Malawi,women_b12,Chitipa,TA Mwenewenya,Chitipa
Malawi,women_b12,Mangochi,TA Nankumba,Mangochi
Malawi,women_b12,Chiradzulu,TA Nchema,Chiradzulu
Malawi,women_b12,Thyolo,TA Nchilamwela,Thyolo
Malawi,women_b12,Nsanje,TA Ndamera,Nsanje
Malawi,women_b12,Neno,TA Ngozi,Neno
Malawi,women_b12,Ntcheu,TA Njolomole,Ntcheu
Malawi,women_b12,Balaka,TA Nsamala,Balaka
Malawi,women_b12,Mwanza,TA Nthache,Mwanza
Malawi,women_b12,Dedza,TA Pemba,Dedza
Malawi,women_b12,Ntcheu,TA Phambala,Ntcheu
Malawi,women_b12,Kasungu,TA Santhe,Kasungu
Malawi,women_b12,Neno,TA Symon,Neno
Malawi,women_b12,Dedza,TA Tambala,Dedza
Malawi,women_b12,Nkhata Bay,TA Timbiri,Nkhata Bay
Malawi,women_b12,Karonga,TA Wasambo,Karonga
Malawi,women_b12,Mchinji,TA Zulu,Mchinji
Malawi,child_zinc,Blantyre,Blantyre City,Blantyre
Malawi,child_zinc,Chitipa,Chitipa Boma,Chitipa
Malawi,child_zinc,Karonga,Karonga Town,Karonga
Malawi,child_zinc,Lilongwe,Lilongwe City,Lilongwe
Malawi,child_zinc,Mwanza,Majete Game Reserve - Mwanza,Mwanza
Malawi,child_zinc,Mzimba,Mzimba Boma,Mzimba
Malawi,child_zinc,Mzimba,Mzuzu City,Mzimba
Malawi,child_zinc,Nkhotakota,Nkhotakota Boma,Nkhotakota
Malawi,child_zinc,Nsanje,Nsanje Boma,Nsanje
Malawi,child_zinc,Chitipa,Nyika N.P. - Chitipa,Chitipa
Malawi,child_zinc,Rumphi,Rumphi Boma,Rumphi
Malawi,child_zinc,Rumphi,SC Chapinduka,Rumphi
Malawi,child_zinc,Ntchisi,SC Chilooko,Ntchisi
Malawi,child_zinc,Mangochi,SC Chowe,Mangochi
Malawi,child_zinc,Mchinji,SC Dambe,Mchinji
Malawi,child_zinc,Ntcheu,SC Goodson Ganya,Ntcheu
Malawi,child_zinc,Mulanje,SC Juma,Mulanje
Malawi,child_zinc,Rumphi,SC Kachulu,Rumphi
Malawi,child_zinc,Salima,SC Kambwiri,Salima
Malawi,child_zinc,Kasungu,SC Kawamba,Kasungu
Malawi,child_zinc,Dowa,SC Kayembe,Dowa
Malawi,child_zinc,Ntcheu,SC Makwangwala,Ntcheu
Malawi,child_zinc,Nkhata Bay,SC Malanda,Nkhata Bay
Malawi,child_zinc,Thyolo,SC Mbawela,Thyolo
Malawi,child_zinc,Nsanje,SC Mbenje,Nsanje
Malawi,child_zinc,Zomba,SC Mbiza,Zomba
Malawi,child_zinc,Mchinji,SC Mduwa,Mchinji
Malawi,child_zinc,Dowa,SC Mkukula,Dowa
Malawi,child_zinc,Dowa,SC Mponela,Dowa
Malawi,child_zinc,Rumphi,SC Mwankhunikira,Rumphi
Malawi,child_zinc,Ntchisi,SC Nthondo,Ntchisi
Malawi,child_zinc,Thyolo,TA Bvumbwe,Thyolo
Malawi,child_zinc,Rumphi,TA Chikulamayembe,Rumphi
Malawi,child_zinc,Mzimba,TA Chindi,Mzimba
Malawi,child_zinc,Lilongwe,TA Chiseka,Lilongwe
Malawi,child_zinc,Dowa,TA Dzoole,Dowa
Malawi,child_zinc,Nkhata Bay,TA Fukamapiri,Nkhata Bay
Malawi,child_zinc,Lilongwe,TA Kabudula,Lilongwe
Malawi,child_zinc,Nkhata Bay,TA Kabunduli,Nkhata Bay
Malawi,child_zinc,Chiradzulu,TA Kadewere,Chiradzulu
Malawi,child_zinc,Balaka,TA Kalembo,Balaka
Malawi,child_zinc,Kasungu,TA Kaluluma,Kasungu
Malawi,child_zinc,Ntchisi,TA Kalumo,Ntchisi
Malawi,child_zinc,Nkhotakota,TA Kanyenda,Nkhotakota
Malawi,child_zinc,Dedza,TA Kaphuka,Dedza
Malawi,child_zinc,Salima,TA Karonga,Salima
Malawi,child_zinc,Chikwawa,TA Kasisi,Chikwawa
Malawi,child_zinc,Machinga,TA Kawinga,Machinga
Malawi,child_zinc,Salima,TA Khombedza,Salima
Malawi,child_zinc,Lilongwe,TA Khongoni,Lilongwe
Malawi,child_zinc,Karonga,TA Kilupula,Karonga
Malawi,child_zinc,Blantyre,TA Kuntaja,Blantyre
Malawi,child_zinc,Karonga,TA Kyungu,Karonga
Malawi,child_zinc,Chikwawa,TA Lundu,Chikwawa
Malawi,child_zinc,Mzimba,TA M'Mbelwa,Mzimba
Malawi,child_zinc,Mulanje,TA Mabuka,Mulanje
Malawi,child_zinc,Mzimba,TA Mabulabo,Mzimba
Malawi,child_zinc,Salima,TA Maganga,Salima
Malawi,child_zinc,Zomba,TA Malemia,Zomba
Malawi,child_zinc,Nkhotakota,TA Malenga Chanzi,Nkhotakota
Malawi,child_zinc,Phalombe,TA Mkhumba,Phalombe
Malawi,child_zinc,Mchinji,TA Mlonyeni,Mchinji
Malawi,child_zinc,Chiradzulu,TA Mpama,Chiradzulu
Malawi,child_zinc,Mangochi,TA Mponda,Mangochi
Malawi,child_zinc,Mzimba,TA Mtwalo,Mzimba
Malawi,child_zinc,Nkhata Bay,TA Musisya,Nkhata Bay
Malawi,child_zinc,Chitipa,TA Mwabulambya,Chitipa
Malawi,child_zinc,Nkhotakota,TA Mwadzama,Nkhotakota
Malawi,child_zinc,Kasungu,TA Mwase,Kasungu
Malawi,child_zinc,Chitipa,TA Mwenemisuku,Chitipa
Malawi,child_zinc,Chitipa,TA Mwenewenya,Chitipa
Malawi,child_zinc,Mangochi,TA Nankumba,Mangochi
Malawi,child_zinc,Chiradzulu,TA Nchema,Chiradzulu
Malawi,child_zinc,Thyolo,TA Nchilamwela,Thyolo
Malawi,child_zinc,Nsanje,TA Ndamera,Nsanje
Malawi,child_zinc,Neno,TA Ngozi,Neno
Malawi,child_zinc,Ntcheu,TA Njolomole,Ntcheu
Malawi,child_zinc,Balaka,TA Nsamala,Balaka
Malawi,child_zinc,Mwanza,TA Nthache,Mwanza
Malawi,child_zinc,Dedza,TA Pemba,Dedza
Malawi,child_zinc,Ntcheu,TA Phambala,Ntcheu
Malawi,child_zinc,Kasungu,TA Santhe,Kasungu
Malawi,child_zinc,Neno,TA Symon,Neno
Malawi,child_zinc,Dedza,TA Tambala,Dedza
Malawi,child_zinc,Nkhata Bay,TA Timbiri,Nkhata Bay
Malawi,child_zinc,Karonga,TA Wasambo,Karonga
Malawi,child_zinc,Mchinji,TA Zulu,Mchinji
Malawi,women_zinc,Blantyre,Blantyre City,Blantyre
Malawi,women_zinc,Chitipa,Chitipa Boma,Chitipa
Malawi,women_zinc,Karonga,Karonga Town,Karonga
Malawi,women_zinc,Lilongwe,Lilongwe City,Lilongwe
Malawi,women_zinc,Mwanza,Majete Game Reserve - Mwanza,Mwanza
Malawi,women_zinc,Mzimba,Mzimba Boma,Mzimba
Malawi,women_zinc,Mzimba,Mzuzu City,Mzimba
Malawi,women_zinc,Nkhotakota,Nkhotakota Boma,Nkhotakota
Malawi,women_zinc,Nsanje,Nsanje Boma,Nsanje
Malawi,women_zinc,Chitipa,Nyika N.P. - Chitipa,Chitipa
Malawi,women_zinc,Rumphi,Rumphi Boma,Rumphi
Malawi,women_zinc,Rumphi,SC Chapinduka,Rumphi
Malawi,women_zinc,Ntchisi,SC Chilooko,Ntchisi
Malawi,women_zinc,Mangochi,SC Chowe,Mangochi
Malawi,women_zinc,Mchinji,SC Dambe,Mchinji
Malawi,women_zinc,Ntcheu,SC Goodson Ganya,Ntcheu
Malawi,women_zinc,Mulanje,SC Juma,Mulanje
Malawi,women_zinc,Rumphi,SC Kachulu,Rumphi
Malawi,women_zinc,Salima,SC Kambwiri,Salima
Malawi,women_zinc,Kasungu,SC Kawamba,Kasungu
Malawi,women_zinc,Dowa,SC Kayembe,Dowa
Malawi,women_zinc,Ntcheu,SC Makwangwala,Ntcheu
Malawi,women_zinc,Nkhata Bay,SC Malanda,Nkhata Bay
Malawi,women_zinc,Thyolo,SC Mbawela,Thyolo
Malawi,women_zinc,Nsanje,SC Mbenje,Nsanje
Malawi,women_zinc,Zomba,SC Mbiza,Zomba
Malawi,women_zinc,Mchinji,SC Mduwa,Mchinji
Malawi,women_zinc,Dowa,SC Mkukula,Dowa
Malawi,women_zinc,Dowa,SC Mponela,Dowa
Malawi,women_zinc,Rumphi,SC Mwankhunikira,Rumphi
Malawi,women_zinc,Ntchisi,SC Nthondo,Ntchisi
Malawi,women_zinc,Thyolo,TA Bvumbwe,Thyolo
Malawi,women_zinc,Rumphi,TA Chikulamayembe,Rumphi
Malawi,women_zinc,Mzimba,TA Chindi,Mzimba
Malawi,women_zinc,Lilongwe,TA Chiseka,Lilongwe
Malawi,women_zinc,Dowa,TA Dzoole,Dowa
Malawi,women_zinc,Nkhata Bay,TA Fukamapiri,Nkhata Bay
Malawi,women_zinc,Lilongwe,TA Kabudula,Lilongwe
Malawi,women_zinc,Nkhata Bay,TA Kabunduli,Nkhata Bay
Malawi,women_zinc,Chiradzulu,TA Kadewere,Chiradzulu
Malawi,women_zinc,Balaka,TA Kalembo,Balaka
Malawi,women_zinc,Kasungu,TA Kaluluma,Kasungu
Malawi,women_zinc,Ntchisi,TA Kalumo,Ntchisi
Malawi,women_zinc,Nkhotakota,TA Kanyenda,Nkhotakota
Malawi,women_zinc,Dedza,TA Kaphuka,Dedza
Malawi,women_zinc,Salima,TA Karonga,Salima
Malawi,women_zinc,Chikwawa,TA Kasisi,Chikwawa
Malawi,women_zinc,Machinga,TA Kawinga,Machinga
Malawi,women_zinc,Salima,TA Khombedza,Salima
Malawi,women_zinc,Lilongwe,TA Khongoni,Lilongwe
Malawi,women_zinc,Karonga,TA Kilupula,Karonga
Malawi,women_zinc,Blantyre,TA Kuntaja,Blantyre
Malawi,women_zinc,Karonga,TA Kyungu,Karonga
Malawi,women_zinc,Chikwawa,TA Lundu,Chikwawa
Malawi,women_zinc,Mzimba,TA M'Mbelwa,Mzimba
Malawi,women_zinc,Mulanje,TA Mabuka,Mulanje
Malawi,women_zinc,Mzimba,TA Mabulabo,Mzimba
Malawi,women_zinc,Salima,TA Maganga,Salima
Malawi,women_zinc,Zomba,TA Malemia,Zomba
Malawi,women_zinc,Nkhotakota,TA Malenga Chanzi,Nkhotakota
Malawi,women_zinc,Phalombe,TA Mkhumba,Phalombe
Malawi,women_zinc,Mchinji,TA Mlonyeni,Mchinji
Malawi,women_zinc,Chiradzulu,TA Mpama,Chiradzulu
Malawi,women_zinc,Mangochi,TA Mponda,Mangochi
Malawi,women_zinc,Mzimba,TA Mtwalo,Mzimba
Malawi,women_zinc,Nkhata Bay,TA Musisya,Nkhata Bay
Malawi,women_zinc,Chitipa,TA Mwabulambya,Chitipa
Malawi,women_zinc,Nkhotakota,TA Mwadzama,Nkhotakota
Malawi,women_zinc,Kasungu,TA Mwase,Kasungu
Malawi,women_zinc,Chitipa,TA Mwenemisuku,Chitipa
Malawi,women_zinc,Chitipa,TA Mwenewenya,Chitipa
Malawi,women_zinc,Mangochi,TA Nankumba,Mangochi
Malawi,women_zinc,Chiradzulu,TA Nchema,Chiradzulu
Malawi,women_zinc,Thyolo,TA Nchilamwela,Thyolo
Malawi,women_zinc,Nsanje,TA Ndamera,Nsanje
Malawi,women_zinc,Neno,TA Ngozi,Neno
Malawi,women_zinc,Ntcheu,TA Njolomole,Ntcheu
Malawi,women_zinc,Balaka,TA Nsamala,Balaka
Malawi,women_zinc,Mwanza,TA Nthache,Mwanza
Malawi,women_zinc,Dedza,TA Pemba,Dedza
Malawi,women_zinc,Ntcheu,TA Phambala,Ntcheu
Malawi,women_zinc,Kasungu,TA Santhe,Kasungu
Malawi,women_zinc,Neno,TA Symon,Neno
Malawi,women_zinc,Dedza,TA Tambala,Dedza
Malawi,women_zinc,Nkhata Bay,TA Timbiri,Nkhata Bay
Malawi,women_zinc,Karonga,TA Wasambo,Karonga
Malawi,women_zinc,Mchinji,TA Zulu,Mchinji
