"country","iso3","Admin1","Admin2","gid_1","gid_2","hasc_2","engtype_2","varname_2","pcode"
"Malawi","MWI","Nsanje","Mwabvi Game Reserve","MWI.21_1","MWI.21.1_1",NA,"Reserve",NA,"MW31110"
"Malawi","MWI","Nsanje","Nsanje Boma","MWI.21_1","MWI.21.2_1",NA,"Headquarter",NA,"MW31120"
"Malawi","MWI","Nsanje","SC Makoka","MWI.21_1","MWI.21.3_1",NA,"Sub-chief",NA,"MW31109"
"Malawi","MWI","Nsanje","SC Mbenje","MWI.21_1","MWI.21.4_1",NA,"Sub-chief",NA,"MW31107"
"Malawi","MWI","Nsanje","TA Chimombo","MWI.21_1","MWI.21.5_1",NA,"Traditional Authority",NA,"MW31102"
"Malawi","MWI","Nsanje","TA Malemia","MWI.21_1","MWI.21.6_1",NA,"Traditional Authority",NA,"MW31106"
"Malawi","MWI","Nsanje","TA Mlolo","MWI.21_1","MWI.21.7_1",NA,"Traditional Authority",NA,"MW31104"
"Malawi","MWI","Nsanje","TA Ndamera","MWI.21_1","MWI.21.8_1",NA,"Traditional Authority",NA,"MW31101"
"Malawi","MWI","Nsanje","TA Ngabu","MWI.21_1","MWI.21.9_1",NA,"Traditional Authority",NA,"MW31108"
"Malawi","MWI","Nsanje","TA Nyachikadza","MWI.21_1","MWI.21.10_1",NA,"Traditional Authority",NA,"MW31103"
"Malawi","MWI","Nsanje","TA Tengani","MWI.21_1","MWI.21.11_1",NA,"Traditional Authority",NA,"MW31105"
"Malawi","MWI","Ntcheu","Ntcheu Boma","MWI.22_1","MWI.22.1_1",NA,"Headquarter",NA,"MW20920"
"Malawi","MWI","Ntcheu","SC Champiti","MWI.22_1","MWI.22.2_1",NA,"Sub-chief",NA,"MW20907"
"Malawi","MWI","Ntcheu","SC Goodson Ganya","MWI.22_1","MWI.22.3_1",NA,"Sub-chief",NA,"MW20910"
"Malawi","MWI","Ntcheu","SC Makwangwala","MWI.22_1","MWI.22.4_1",NA,"Sub-chief",NA,"MW20905"
"Malawi","MWI","Ntcheu","TA Chakhumbira","MWI.22_1","MWI.22.5_1",NA,"Traditional Authority",NA,"MW20909"
"Malawi","MWI","Ntcheu","TA Kwataine","MWI.22_1","MWI.22.6_1",NA,"Traditional Authority",NA,"MW20904"
"Malawi","MWI","Ntcheu","TA Masasa","MWI.22_1","MWI.22.7_1",NA,"Traditional Authority",NA,"MW20911"
"Malawi","MWI","Ntcheu","TA Mpando","MWI.22_1","MWI.22.8_1",NA,"Traditional Authority",NA,"MW20903"
"Malawi","MWI","Ntcheu","TA Njolomole","MWI.22_1","MWI.22.9_1",NA,"Traditional Authority",NA,"MW20908"
"Malawi","MWI","Ntcheu","TA Phambala","MWI.22_1","MWI.22.10_1",NA,"Traditional Authority",NA,"MW20901"
"Malawi","MWI","Ntchisi","Ntchisi Boma","MWI.23_1","MWI.23.1_1",NA,"Headquarter",NA,"MW20320"
"Malawi","MWI","Ntchisi","SC Chilooko","MWI.23_1","MWI.23.2_1",NA,"Sub-chief",NA,"MW20305"
"Malawi","MWI","Ntchisi","SC Nthondo","MWI.23_1","MWI.23.3_1",NA,"Sub-chief",NA,"MW20304"
"Malawi","MWI","Ntchisi","TA Chikho","MWI.23_1","MWI.23.4_1",NA,"Traditional Authority",NA,"MW20302"
"Malawi","MWI","Ntchisi","TA Kalumo","MWI.23_1","MWI.23.5_1",NA,"Traditional Authority",NA,"MW20303"
"Malawi","MWI","Ntchisi","TA Kasakula","MWI.23_1","MWI.23.6_1",NA,"Traditional Authority",NA,"MW20301"
"Malawi","MWI","Ntchisi","TA Kasukula","MWI.23_1","MWI.23.7_1",NA,"Traditional Authority",NA,"MW20301"
"Malawi","MWI","Phalombe","TA Mkhumba","MWI.24_1","MWI.24.2_1",NA,"Traditional Authority",NA,"MW30901"
"Malawi","MWI","Phalombe","TA Nazombe","MWI.24_1","MWI.24.3_1",NA,"Traditional Authority",NA,"MW30902"
"Malawi","MWI","Rumphi","Nyika National Park - Rumphi","MWI.25_1","MWI.25.2_1",NA,"National Park",NA,"MW10412"
"Malawi","MWI","Rumphi","Rumphi Boma","MWI.25_1","MWI.25.3_1",NA,"Headquarter",NA,"MW10420"
"Malawi","MWI","Rumphi","SC Chapinduka","MWI.25_1","MWI.25.4_1",NA,"Sub-chief",NA,"MW10406"
"Malawi","MWI","Rumphi","SC Kachulu","MWI.25_1","MWI.25.5_1",NA,"Sub-chief",NA,"MW10405"
"Malawi","MWI","Rumphi","SC Mwahenga","MWI.25_1","MWI.25.6_1",NA,"Sub-chief",NA,"MW10403"
"Malawi","MWI","Rumphi","SC Mwalweni","MWI.25_1","MWI.25.7_1",NA,"Sub-chief",NA,"MW10404"
"Malawi","MWI","Rumphi","SC Mwankhunikira","MWI.25_1","MWI.25.8_1",NA,"Sub-chief",NA,"MW10407"
"Malawi","MWI","Rumphi","TA Chikulamayembe","MWI.25_1","MWI.25.9_1",NA,"Traditional Authority",NA,"MW10401"
"Malawi","MWI","Rumphi","TA Katumbi","MWI.25_1","MWI.25.10_1",NA,"Traditional Authority",NA,"MW10408"
"Malawi","MWI","Rumphi","TA Mwamlowe","MWI.25_1","MWI.25.11_1",NA,"Traditional Authority",NA,"MW10402"
"Malawi","MWI","Rumphi","Vwaza Marsh Game Reserve - Rumph","MWI.25_1","MWI.25.12_1",NA,"Reserve",NA,"MW10413"
"Malawi","MWI","Salima","Salima Town","MWI.26_1","MWI.26.2_1",NA,"Town",NA,"MW20520"
"Malawi","MWI","Salima","SC Kambalame","MWI.26_1","MWI.26.3_1",NA,"Sub-chief",NA,"MW20506"
"Malawi","MWI","Salima","SC Kambwiri","MWI.26_1","MWI.26.4_1",NA,"Sub-chief",NA,"MW20504"
"Malawi","MWI","Salima","SC Mwanza","MWI.26_1","MWI.26.5_1",NA,"Sub-chief",NA,"MW20508"
"Malawi","MWI","Salima","TA Karonga","MWI.26_1","MWI.26.6_1",NA,"Traditional Authority",NA,"MW20502"
"Malawi","MWI","Salima","TA Khombedza","MWI.26_1","MWI.26.7_1",NA,"Traditional Authority",NA,"MW20507"
"Malawi","MWI","Salima","TA Kuluunda","MWI.26_1","MWI.26.8_1",NA,"Traditional Authority",NA,"MW20509"
"Malawi","MWI","Salima","TA Maganga","MWI.26_1","MWI.26.9_1",NA,"Traditional Authority",NA,"MW20501"
"Malawi","MWI","Salima","TA Ndindi","MWI.26_1","MWI.26.10_1",NA,"Traditional Authority",NA,"MW20505"
"Malawi","MWI","Salima","TA Pemba","MWI.26_1","MWI.26.11_1",NA,"Traditional Authority",NA,"MW20503"
"Malawi","MWI","Thyolo","Luchenza Town","MWI.27_1","MWI.27.1_1",NA,"Town",NA,"MW30721"
"Malawi","MWI","Thyolo","SC Kwethemule","MWI.27_1","MWI.27.2_1",NA,"Sub-chief",NA,"MW30706"
"Malawi","MWI","Thyolo","SC Mbawela","MWI.27_1","MWI.27.3_1",NA,"Sub-chief",NA,"MW30703"
"Malawi","MWI","Thyolo","SC Mphuka","MWI.27_1","MWI.27.4_1",NA,"Sub-chief",NA,"MW30705"
"Malawi","MWI","Thyolo","SC Thukuta","MWI.27_1","MWI.27.5_1",NA,"Sub-chief",NA,"MW30702"
"Malawi","MWI","Thyolo","TA Bvumbwe","MWI.27_1","MWI.27.6_1",NA,"Traditional Authority",NA,"MW30710"
"Malawi","MWI","Thyolo","TA Changata","MWI.27_1","MWI.27.7_1",NA,"Traditional Authority",NA,"MW30704"
"Malawi","MWI","Thyolo","TA Chimaliro","MWI.27_1","MWI.27.8_1",NA,"Traditional Authority",NA,"MW30709"
"Malawi","MWI","Thyolo","TA Kapichi","MWI.27_1","MWI.27.9_1",NA,"Traditional Authority",NA,"MW30707"
"Malawi","MWI","Thyolo","TA Nchilamwela","MWI.27_1","MWI.27.10_1",NA,"Traditional Authority",NA,"MW30708"
"Malawi","MWI","Thyolo","TA Nsabwe","MWI.27_1","MWI.27.11_1",NA,"Traditional Authority",NA,"MW30701"
"Malawi","MWI","Thyolo","TA Thomas","MWI.27_1","MWI.27.12_1",NA,"Traditional Authority",NA,"MW30711"
"Malawi","MWI","Thyolo","Thyolo Boma","MWI.27_1","MWI.27.13_1",NA,"Headquarter",NA,"MW30720"
"Malawi","MWI","Zomba","SC Mbiza","MWI.28_1","MWI.28.2_1",NA,"Sub-chief",NA,"MW30305"
"Malawi","MWI","Zomba","SC Mkumbira","MWI.28_1","MWI.28.3_1",NA,"Sub-chief",NA,"MW30303"
"Malawi","MWI","Zomba","TA Chikowi","MWI.28_1","MWI.28.4_1",NA,"Traditional Authority",NA,"MW30304"
"Malawi","MWI","Zomba","TA Kuntumanji","MWI.28_1","MWI.28.5_1",NA,"Traditional Authority",NA,"MW30308"
"Malawi","MWI","Zomba","TA Malemia","MWI.28_1","MWI.28.6_1",NA,"Traditional Authority",NA,"MW30306"
"Malawi","MWI","Zomba","TA Mlumbe","MWI.28_1","MWI.28.7_1",NA,"Traditional Authority",NA,"MW30307"
"Malawi","MWI","Zomba","TA Mwambo","MWI.28_1","MWI.28.8_1",NA,"Traditional Authority",NA,"MW30302"
"Malawi","MWI","Zomba","Zomba City","MWI.28_1","MWI.28.9_1",NA,"City",NA,"MW31436"
"SierraLeone","SLE","Eastern","Kailahun","SLE.1_1","SLE.1.1_1","SL.EA.KL","District",NA,"SL0101"
"SierraLeone","SLE","Eastern","Kenema","SLE.1_1","SLE.1.2_1","SL.EA.KE","District",NA,"SL0102"
"SierraLeone","SLE","Eastern","Kono","SLE.1_1","SLE.1.3_1","SL.EA.KN","District",NA,"SL0103"
"SierraLeone","SLE","Northern","Bombali","SLE.2_1","SLE.2.1_1","SL.NO.BM","District",NA,"SL0502"
"SierraLeone","SLE","Northern","Kambia","SLE.2_1","SLE.2.2_1","SL.NO.KM","District",NA,"SL0501"
"SierraLeone","SLE","Northern","Koinadugu","SLE.2_1","SLE.2.3_1","SL.NO.KD","District",NA,"SL0206"
"SierraLeone","SLE","Northern","Port Loko","SLE.2_1","SLE.2.4_1","SL.NO.PL","District",NA,"SL0503"
"SierraLeone","SLE","Northern","Tonkolili","SLE.2_1","SLE.2.5_1","SL.NO.TO","District",NA,"SL0205"
"SierraLeone","SLE","Southern","Bo","SLE.3_1","SLE.3.1_1","SL.SO.BO","District",NA,"SL0301"
"SierraLeone","SLE","Southern","Bonthe","SLE.3_1","SLE.3.2_1","SL.SO.BN","District",NA,"SL0302"
"SierraLeone","SLE","Southern","Moyamba","SLE.3_1","SLE.3.3_1","SL.SO.MO","District",NA,"SL0303"
"SierraLeone","SLE","Southern","Pujehun","SLE.3_1","SLE.3.4_1","SL.SO.PU","District",NA,"SL0304"
"SierraLeone","SLE","Western","Western Rural","SLE.4_1","SLE.4.1_1","SL.WE.WR","Area",NA,"SL0401"
"SierraLeone","SLE","Western","Western Urban","SLE.4_1","SLE.4.2_1","SL.WE.WU","Area","Freetown","SL0402"
