"pcode","pcode_name","gid_2","Admin1","Admin2","share_of_cod_unit","n_gadm_polys","country","cod_level"
"MW21073","Area 43","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21074","Area 44","MWI.11.1_1","Lilongwe","Lilongwe City",0.918,3,"Malawi",3
"MW21075","Area 45","MWI.11.1_1","Lilongwe","Lilongwe City",0.895,2,"Malawi",3
"MW21076","Area 46","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21077","Area 47","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21078","Area 48","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21079","Area 49","MWI.11.1_1","Lilongwe","Lilongwe City",0.995,2,"Malawi",3
"MW21080","Area 50","MWI.11.1_1","Lilongwe","Lilongwe City",0.992,2,"Malawi",3
"MW21081","Area 51","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21082","Area 52","MWI.11.1_1","Lilongwe","Lilongwe City",0.99,3,"Malawi",3
"MW21083","Area 53","MWI.11.1_1","Lilongwe","Lilongwe City",0.969,3,"Malawi",3
"MW21084","Area 54","MWI.11.1_1","Lilongwe","Lilongwe City",0.96,2,"Malawi",3
"MW21085","Area 55","MWI.11.1_1","Lilongwe","Lilongwe City",0.997,3,"Malawi",3
"MW21086","Area 56","MWI.11.1_1","Lilongwe","Lilongwe City",0.985,2,"Malawi",3
"MW21087","Area 57","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21088","Area 58","MWI.11.1_1","Lilongwe","Lilongwe City",0.921,2,"Malawi",3
"MW30101","TA Mponda","MWI.13.12_1","Mangochi","TA Mponda",0.988,6,"Malawi",3
"MW30102","TA Chimwala","MWI.13.8_1","Mangochi","TA Chimwala",0.982,3,"Malawi",3
"MW30103","TA Chilipa","MWI.13.8_1","Mangochi","TA Chimwala",0.985,4,"Malawi",3
"MW30104","TA Nankumba","MWI.13.13_1","Mangochi","TA Nankumba",0.925,7,"Malawi",3
"MW30105","TA Jalasi","MWI.13.9_1","Mangochi","TA Jalasi",0.99,4,"Malawi",3
"MW30106","TA Mbwana Nyambi","MWI.13.6_1","Mangochi","SC Mbwana Nyambi",0.989,5,"Malawi",3
"MW30107","TA Chowe","MWI.13.5_1","Mangochi","SC Chowe",0.979,5,"Malawi",3
"MW30108","TA Katuli","MWI.13.10_1","Mangochi","TA Katuli",0.984,3,"Malawi",3
"MW30109","TA Makanjila","MWI.13.11_1","Mangochi","TA Makanjila",0.987,2,"Malawi",3
"MW30110","STA Lulanga","MWI.13.11_1","Mangochi","TA Makanjila",0.993,1,"Malawi",3
"MW30111","TA Namabvi","MWI.13.7_1","Mangochi","SC Namabvi",0.971,3,"Malawi",3
"MW30112","Lake Malawi National Park","MWI.13.13_1","Mangochi","TA Nankumba",0.025,2,"Malawi",3
"MW30113","STA Ntonda","MWI.13.8_1","Mangochi","TA Chimwala",0.995,2,"Malawi",3
"MW30114","STA Chiunda","MWI.13.5_1","Mangochi","SC Chowe",0.968,4,"Malawi",3
"MW30120","Mangochi Town","MWI.13.3_1","Mangochi","Mangochi Town",0.934,3,"Malawi",3
"MW30121","Monkey Bay Urban","MWI.13.4_1","Mangochi","Monkey Bay Urban",0.895,2,"Malawi",3
"MW30201","TA Liwonde","MWI.12.13_1","Machinga","TA Liwonde",0.935,6,"Malawi",3
"MW30202","STA Nsanama","MWI.12.13_1","Machinga","TA Liwonde",0.967,6,"Malawi",3
"MW30203","TA Sitola","MWI.12.11_1","Machinga","SC Sitola",0.994,5,"Malawi",3
"MW30204","TA Nkula","MWI.12.11_1","Machinga","SC Sitola",0.957,4,"Malawi",3
"MW30205","STA Nchinguza","MWI.12.12_1","Machinga","TA Kawinga",0.991,2,"Malawi",3
"MW30206","TA Kawinga","MWI.12.12_1","Machinga","TA Kawinga",0.996,4,"Malawi",3
"MW30207","TA Nkoola","MWI.12.12_1","Machinga","TA Kawinga",0.982,4,"Malawi",3
"MW30208","TA Chamba","MWI.12.5_1","Machinga","SC Chamba",0.98,5,"Malawi",3
"MW30209","TA Mposa","MWI.12.9_1","Machinga","SC Mposa",0.979,5,"Malawi",3
"MW30210","TA Mlomba","MWI.12.8_1","Machinga","SC Mlomba",0.836,5,"Malawi",3
"MW30211","TA Chikweo","MWI.12.6_1","Machinga","SC Chikweo",0.994,3,"Malawi",3
"MW30212","TA Ngokwe","MWI.12.10_1","Machinga","SC Ngokwe",0.986,2,"Malawi",3
"MW30213","TA Chiwalo","MWI.12.7_1","Machinga","SC Chiwalo",0.945,5,"Malawi",3
"MW30214","TA Kapoloma","MWI.12.7_1","Machinga","SC Chiwalo",0.968,3,"Malawi",3
"MW30215","TA Nyambi","MWI.12.14_1","Machinga","TA Nyambi",0.989,6,"Malawi",3
"MW30216","STA Chesale","MWI.12.14_1","Machinga","TA Nyambi",0.962,3,"Malawi",3
"MW30217","Liwonde National Park","MWI.12.3_1","Machinga","Liwonda National Park",0.896,4,"Malawi",3
"MW30220","Machinga Boma","MWI.12.11_1","Machinga","SC Sitola",1,1,"Malawi",3
"MW30221","Liwonde Town","MWI.12.4_1","Machinga","Liwonde Town",0.955,5,"Malawi",3
"MW30301","TA Kuntumanji","MWI.28.5_1","Zomba","TA Kuntumanji",0.998,3,"Malawi",3
"MW30302","TA Mwambo","MWI.28.8_1","Zomba","TA Mwambo",0.988,4,"Malawi",3
"MW30303","TA Mkumbira","MWI.28.3_1","Zomba","SC Mkumbira",0.914,1,"Malawi",3
"MW30304","TA Chikowi","MWI.28.4_1","Zomba","TA Chikowi",0.982,4,"Malawi",3
"MW30305","TA Mbiza","MWI.28.2_1","Zomba","SC Mbiza",0.992,4,"Malawi",3
"MW30306","TA Malemia","MWI.28.6_1","Zomba","TA Malemia",0.98,7,"Malawi",3
"MW30307","TA Mlumbe","MWI.28.7_1","Zomba","TA Mlumbe",0.985,11,"Malawi",3
"MW30308","STA Nkagula","MWI.28.5_1","Zomba","TA Kuntumanji",0.968,3,"Malawi",3
"MW30309","STA Ntholowa","MWI.28.2_1","Zomba","SC Mbiza",0.979,5,"Malawi",3
"MW30310","STA Ngwelero","MWI.28.2_1","Zomba","SC Mbiza",0.968,3,"Malawi",3
"MW30311","STA Nkapita","MWI.28.7_1","Zomba","TA Mlumbe",0.987,4,"Malawi",3
"MW30401","TA Mpama","MWI.4.5_1","Chiradzulu","TA Mpama",0.971,9,"Malawi",3
"MW30402","TA Likoswe","MWI.4.4_1","Chiradzulu","TA Likoswe",0.976,7,"Malawi",3
"MW30403","TA Kadewere","MWI.4.3_1","Chiradzulu","TA Kadewere",0.987,5,"Malawi",3
"MW30404","TA Nkalo","MWI.4.7_1","Chiradzulu","TA Nkalo",0.976,8,"Malawi",3
"MW30405","TA Chitera","MWI.4.2_1","Chiradzulu","TA Chitera",0.936,5,"Malawi",3
"MW30406","TA Nchema","MWI.4.6_1","Chiradzulu","TA Nchema",0.985,4,"Malawi",3
"MW30407","STA Mpunga","MWI.4.3_1","Chiradzulu","TA Kadewere",0.964,4,"Malawi",3
"MW30408","STA Sandareki","MWI.4.6_1","Chiradzulu","TA Nchema",0.957,4,"Malawi",3
"MW30409","STA Onga","MWI.4.5_1","Chiradzulu","TA Mpama",0.965,3,"Malawi",3
"MW30420","Chiradzulu Boma","MWI.4.1_1","Chiradzulu","Chiradzulu Boma",0.867,3,"Malawi",3
"MW30501","TA Kapeni","MWI.2.3_1","Blantyre","TA Kapeni",0.963,9,"Malawi",3
"MW30502","TA Lundu","MWI.2.6_1","Blantyre","TA Lundu",0.986,5,"Malawi",3
"MW30503","TA Chigaru","MWI.2.2_1","Blantyre","TA Chigaru",0.981,6,"Malawi",3
"MW30504","TA Kunthembwe","MWI.2.5_1","Blantyre","TA Kunthembwe",0.987,6,"Malawi",3
"MW30505","TA Makata","MWI.2.8_1","Blantyre","TA Makata",0.946,6,"Malawi",3
"MW30506","TA Kuntaja","MWI.2.4_1","Blantyre","TA Kuntaja",0.977,7,"Malawi",3
"MW30507","TA Machinjiri","MWI.2.7_1","Blantyre","TA Machinjili",0.945,8,"Malawi",3
"MW30508","TA Somba","MWI.2.9_1","Blantyre","TA Somba",0.971,8,"Malawi",3
"MW30601","TA Kanduku","MWI.16.3_1","Mwanza","TA Kanduku",0.714,8,"Malawi",3
"MW30602","TA Nthache","MWI.16.4_1","Mwanza","TA Nthache",0.977,3,"Malawi",3
"MW30603","STA Govati","MWI.16.4_1","Mwanza","TA Nthache",0.961,3,"Malawi",3
"MW30604","Majete Game Reserve - Mwanza","MWI.16.1_1","Mwanza","Majete Game Reserve - Mwanza",0.789,5,"Malawi",3
"MW30620","Mwanza Boma","MWI.16.2_1","Mwanza","Mwanza Boma",0.948,3,"Malawi",3
"MW30701","TA Nsabwe","MWI.27.11_1","Thyolo","TA Nsabwe",0.98,5,"Malawi",3
"MW30702","STA Thukuta","MWI.27.5_1","Thyolo","SC Thukuta",0.944,3,"Malawi",3
"MW30703","STA Mbawela","MWI.27.3_1","Thyolo","SC Mbawela",0.962,5,"Malawi",3
"MW30704","TA Changata","MWI.27.7_1","Thyolo","TA Changata",0.963,8,"Malawi",3
"MW30705","TA Mphuka","MWI.27.4_1","Thyolo","SC Mphuka",0.987,7,"Malawi",3
"MW30706","TA Kwethemule","MWI.27.2_1","Thyolo","SC Kwethemule",0.978,5,"Malawi",3
"MW30707","TA Kapichi","MWI.27.9_1","Thyolo","TA Kapichi",0.971,8,"Malawi",3
"MW30708","TA Nchilamwela","MWI.27.10_1","Thyolo","TA Nchilamwela",0.959,8,"Malawi",3
"MW30709","TA Chimaliro","MWI.27.8_1","Thyolo","TA Chimaliro",0.997,3,"Malawi",3
"MW30710","TA Bvumbwe","MWI.27.6_1","Thyolo","TA Bvumbwe",0.971,11,"Malawi",3
"MW30711","TA Thomas","MWI.27.12_1","Thyolo","TA Thomas",0.959,5,"Malawi",3
"MW30712","TA Nanseta","MWI.27.8_1","Thyolo","TA Chimaliro",0.962,6,"Malawi",3
"MW30713","TA Ngolongoliwa","MWI.27.8_1","Thyolo","TA Chimaliro",0.968,3,"Malawi",3
"MW30714","STA Boyidi","MWI.27.8_1","Thyolo","TA Chimaliro",0.979,3,"Malawi",3
"MW30720","Thyolo Boma","MWI.27.13_1","Thyolo","Thyolo Boma",0.743,2,"Malawi",3
"MW30721","Luchenza Town","MWI.27.1_1","Thyolo","Luchenza Town",0.89,4,"Malawi",3
"MW30801","TA Mabuka","MWI.15.6_1","Mulanje","TA Mabuka",0.966,5,"Malawi",3
"MW30802","TA Laston Njema","MWI.15.4_1","Mulanje","SC Laston Njema",0.913,4,"Malawi",3
"MW30803","TA Chikumbu","MWI.15.5_1","Mulanje","TA Chikumbu",0.983,6,"Malawi",3
"MW30804","TA Nthiramanja","MWI.15.8_1","Mulanje","TA Nthiramanja",0.984,8,"Malawi",3
"MW30805","TA Nkanda","MWI.15.7_1","Mulanje","TA Nkanda",0.967,7,"Malawi",3
"MW30806","TA Juma","MWI.15.3_1","Mulanje","SC Juma",0.983,6,"Malawi",3
"MW30807","STA Sunganinzeru","MWI.15.6_1","Mulanje","TA Mabuka",0.979,3,"Malawi",3
"MW30808","STA Tombondiya","MWI.15.6_1","Mulanje","TA Mabuka",0.958,4,"Malawi",3
"MW30809","Mulanje Mountain Reserve","MWI.15.2_1","Mulanje","Mulanje Mountain Forest Reserve",0.984,6,"Malawi",3
"MW30820","Mulanje Boma","MWI.15.1_1","Mulanje","Mulanje Boma",0.867,4,"Malawi",3
"MW30901","TA Mkhumba","MWI.24.2_1","Phalombe","TA Mkhumba",0.97,4,"Malawi",3
"MW30902","TA Nazombe","MWI.24.3_1","Phalombe","TA Nazombe",0.986,2,"Malawi",3
"MW30903","TA Chiwalo","MWI.24.3_1","Phalombe","TA Nazombe",0.986,2,"Malawi",3
"MW30904","TA Nkhulambe","MWI.24.3_1","Phalombe","TA Nazombe",0.96,3,"Malawi",3
"MW30905","TA Jenala","MWI.24.2_1","Phalombe","TA Mkhumba",0.997,5,"Malawi",3
"MW30906","TA Kaduya","MWI.24.2_1","Phalombe","TA Mkhumba",0.996,2,"Malawi",3
"MW30920","Phalombe Boma","MWI.24.2_1","Phalombe","TA Mkhumba",1,1,"Malawi",3
"MW31001","TA Ngabu","MWI.3.11_1","Chikwawa","TA Ngabu",0.984,5,"Malawi",3
"MW31002","TA Lundu","MWI.3.8_1","Chikwawa","TA Lundu",0.958,6,"Malawi",3
"MW31003","TA Chapananga","MWI.3.5_1","Chikwawa","TA Chapananga",0.982,4,"Malawi",3
"MW31004","TA Maseya","MWI.3.10_1","Chikwawa","TA Maseya",0.958,7,"Malawi",3
"MW31005","TA Katunga","MWI.3.7_1","Chikwawa","TA Katunga",0.974,4,"Malawi",3
"MW31006","TA Kasisi","MWI.3.6_1","Chikwawa","TA Kasisi",0.877,6,"Malawi",3
"MW31007","TA Makhwira","MWI.3.9_1","Chikwawa","TA Makhwira",0.983,8,"Malawi",3
"MW31008","STA Ndakwela","MWI.3.5_1","Chikwawa","TA Chapananga",0.837,5,"Malawi",3
"MW31009","TA Mlilima","MWI.3.6_1","Chikwawa","TA Kasisi",0.923,5,"Malawi",3
"MW31010","STA Masache","MWI.3.11_1","Chikwawa","TA Ngabu",0.956,3,"Malawi",3
"MW31011","TA Ngowe","MWI.3.11_1","Chikwawa","TA Ngabu",0.99,3,"Malawi",3
"MW31012","Lengwe National Park","MWI.3.2_1","Chikwawa","Lengwe National Park",0.985,4,"Malawi",3
"MW31013","Majete Game Reserve - Chikwawa","MWI.3.3_1","Chikwawa","Majete Game Reserve - Chikwawa",0.984,5,"Malawi",3
"MW31020","Chikwawa Boma","MWI.3.1_1","Chikwawa","Chikwawa Boma",0.9,3,"Malawi",3
"MW31021","Ngabu Urban","MWI.3.4_1","Chikwawa","Ngabu Urban",0.841,2,"Malawi",3
"MW31101","TA Ndamera","MWI.21.8_1","Nsanje","TA Ndamera",0.961,4,"Malawi",3
"MW31102","TA Chimombo","MWI.21.5_1","Nsanje","TA Chimombo",0.975,4,"Malawi",3
"MW31103","TA Nyachikadza","MWI.21.10_1","Nsanje","TA Nyachikadza",0.92,4,"Malawi",3
"MW31104","TA Mlolo","MWI.21.7_1","Nsanje","TA Mlolo",0.984,6,"Malawi",3
"MW31105","TA Tengani","MWI.21.11_1","Nsanje","TA Tengani",0.973,4,"Malawi",3
"MW31106","TA Malemia","MWI.21.6_1","Nsanje","TA Malemia",0.964,4,"Malawi",3
"MW31107","TA Mbenje","MWI.21.4_1","Nsanje","SC Mbenje",0.995,5,"Malawi",3
"MW31108","TA Ngabu","MWI.21.9_1","Nsanje","TA Ngabu",0.931,5,"Malawi",3
"MW31109","TA Makoko","MWI.21.3_1","Nsanje","SC Makoka",0.97,4,"Malawi",3
"MW31110","Mwabvi Game Reserve","MWI.21.1_1","Nsanje","Mwabvi Game Reserve",0.97,4,"Malawi",3
"MW31120","Nsanje Boma","MWI.21.2_1","Nsanje","Nsanje Boma",0.943,2,"Malawi",3
"MW31201","TA Msamala","MWI.1.3_1","Balaka","TA Nsamala",0.995,5,"Malawi",3
"MW31202","TA Kalembo","MWI.1.2_1","Balaka","TA Kalembo",1,3,"Malawi",3
"MW31203","STA Kachenga","MWI.1.2_1","Balaka","TA Kalembo",0.992,3,"Malawi",3
"MW31204","TA Amidu","MWI.1.2_1","Balaka","TA Kalembo",0.969,4,"Malawi",3
"MW31205","TA Nkaya","MWI.1.3_1","Balaka","TA Nsamala",0.985,4,"Malawi",3
"MW31206","STA Phalula","MWI.1.3_1","Balaka","TA Nsamala",0.982,3,"Malawi",3
"MW31207","TA Chanthunya","MWI.1.3_1","Balaka","TA Nsamala",1,1,"Malawi",3
"MW31208","TA Sawali","MWI.1.3_1","Balaka","TA Nsamala",0.895,3,"Malawi",3
"MW31209","STA Matola","MWI.1.3_1","Balaka","TA Nsamala",0.995,2,"Malawi",3
"MW31210","STA Toleza","MWI.1.3_1","Balaka","TA Nsamala",0.991,2,"Malawi",3
"MW31220","Balaka Town","MWI.1.1_1","Balaka","Balaka Town",0.806,2,"Malawi",3
"MW31221","Liwonde Town","MWI.12.4_1","Machinga","Liwonde Town",0.943,2,"Malawi",3
"MW31301","TA Dambe","MWI.18.2_1","Neno","TA Dambe",0.876,4,"Malawi",3
"MW31302","TA Mlauli","MWI.18.3_1","Neno","TA Mlauli",0.98,6,"Malawi",3
"MW31303","TA Symon Likongwe","MWI.18.5_1","Neno","TA Symon",0.984,7,"Malawi",3
"MW31304","TA Chekucheku","MWI.18.4_1","Neno","TA Ngozi",0.965,5,"Malawi",3
"MW31320","Neno Boma","MWI.18.4_1","Neno","TA Ngozi",0.869,2,"Malawi",3
"MW31431","Mpira Ward","MWI.28.9_1","Zomba","Zomba City",0.836,3,"Malawi",3
"MW31432","Mbedza Ward","MWI.28.9_1","Zomba","Zomba City",0.832,3,"Malawi",3
"MW31433","Chinamwali Ward","MWI.28.9_1","Zomba","Zomba City",0.774,3,"Malawi",3
"MW31434","Chirunga Ward","MWI.28.9_1","Zomba","Zomba City",0.921,3,"Malawi",3
"MW31435","Mtiya Ward","MWI.28.9_1","Zomba","Zomba City",0.963,3,"Malawi",3
"MW31436","Masongola Ward","MWI.28.9_1","Zomba","Zomba City",1,1,"Malawi",3
"MW31437","Zomba Central Ward","MWI.28.9_1","Zomba","Zomba City",1,1,"Malawi",3
"MW31438","Likangala Ward","MWI.28.9_1","Zomba","Zomba City",1,1,"Malawi",3
"MW31439","Chambo Ward","MWI.28.9_1","Zomba","Zomba City",1,1,"Malawi",3
"MW31440","Sadzi Ward","MWI.28.9_1","Zomba","Zomba City",0.856,2,"Malawi",3
"MW31531","Michiru Ward","MWI.2.1_1","Blantyre","Blantyre City",0.989,2,"Malawi",3
"MW31532","South Lunzu Ward","MWI.2.1_1","Blantyre","Blantyre City",0.987,2,"Malawi",3
"MW31533","Mapanga Ward","MWI.2.1_1","Blantyre","Blantyre City",0.89,4,"Malawi",3
"MW31534","Nkolokoti Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31535","Ndirande Matope Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31536","Ndirande Makata Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31537","Ndirande Gamulani Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31538","Nyambadwe Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31539","Mbayani Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31540","Chilomoni Ward","MWI.2.1_1","Blantyre","Blantyre City",0.98,2,"Malawi",3
"MW31541","Blantyre City Centre Ward","MWI.2.1_1","Blantyre","Blantyre City",0.999,3,"Malawi",3
"MW31542","Namalimwe Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31543","Limbe Central Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31544","Mzedi Ward","MWI.2.1_1","Blantyre","Blantyre City",0.972,2,"Malawi",3
"MW31545","Bangwe Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31546","Bangwe Mthandizi Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31547","Soche East Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31548","Blantyre South Ward","MWI.2.1_1","Blantyre","Blantyre City",1,1,"Malawi",3
"MW31549","Green Corner Ward","MWI.2.1_1","Blantyre","Blantyre City",0.91,3,"Malawi",3
"MW31550","Soche West Ward","MWI.2.1_1","Blantyre","Blantyre City",0.952,3,"Malawi",3
"MW31551","Namiyango Ward","MWI.2.1_1","Blantyre","Blantyre City",0.983,2,"Malawi",3
"MW31552","Chigumula Ward","MWI.2.1_1","Blantyre","Blantyre City",0.92,5,"Malawi",3
"MW31553","Misesa Ward","MWI.2.1_1","Blantyre","Blantyre City",0.975,3,"Malawi",3
"SL0101","Kailahun","SLE.1.1_1","Eastern","Kailahun",0.968,3,"SierraLeone",2
"SL0102","Kenema","SLE.1.2_1","Eastern","Kenema",0.936,6,"SierraLeone",2
"SL0103","Kono","SLE.1.3_1","Eastern","Kono",0.958,5,"SierraLeone",2
"SL0201","Bombali","SLE.2.1_1","Northern","Bombali",0.971,5,"SierraLeone",2
"SL0203","Koinadugu","SLE.2.3_1","Northern","Koinadugu",0.963,4,"SierraLeone",2
"SL0205","Tonkolili","SLE.2.5_1","Northern","Tonkolili",0.945,8,"SierraLeone",2
"SL0206","Fabala","SLE.2.3_1","Northern","Koinadugu",0.984,2,"SierraLeone",2
"SL0301","Bo","SLE.3.1_1","Southern","Bo",0.961,6,"SierraLeone",2
"SL0302","Bonthe","SLE.3.2_1","Southern","Bonthe",0.981,4,"SierraLeone",2
"SL0303","Moyamba","SLE.3.3_1","Southern","Moyamba",0.975,6,"SierraLeone",2
"SL0304","Pujehun","SLE.3.4_1","Southern","Pujehun",0.914,4,"SierraLeone",2
"SL0401","Western Area Rural","SLE.4.1_1","Western","Western Rural",0.928,4,"SierraLeone",2
"SL0402","Western Area Urban","SLE.4.2_1","Western","Western Urban",0.515,3,"SierraLeone",2
"SL0501","Kambia","SLE.2.2_1","Northern","Kambia",0.951,3,"SierraLeone",2
"SL0502","Karene","SLE.2.1_1","Northern","Bombali",0.744,4,"SierraLeone",2
"SL0503","Port Loko","SLE.2.4_1","Northern","Port Loko",0.964,6,"SierraLeone",2
