variable,level,prefix,source,source_kind,conceptual_domain,conceptual_subdomain,description,countries_present,n_countries,in_all_countries,reaches_area_model,reaches_individual_model,note
dhs2013_HA_HIVP_B_HIV,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,HIV/AIDS,HIV prevention,HIV/AIDS knowledge and prevention,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_HA_HIVP_B_HIV_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,HIV/AIDS,HIV prevention,HIV/AIDS knowledge and prevention,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_crowding_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_electricity_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_fridge_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_handwash_facility_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_improved_floor_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_improved_sanitation_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_improved_water_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_irs_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_itn_any_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_mean_hhsize_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_open_defecation_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_radio_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_soap_available_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_tv_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_urban_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_water_30min_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_water_onpremise_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_wealth_mean_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_wealth_poor_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_hh_wealth_poorest_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_ML_NETP_H_IT2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Malaria,Malaria (other),Other malaria indicators,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_ML_NETP_H_IT2_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Malaria,Malaria (other),Other malaria indicators,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_RH_ANCN_W_N4P,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Reproductive Health,Antenatal care,Antenatal care visits and components,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_RH_ANCN_W_N4P_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Reproductive Health,Antenatal care,Antenatal care visits and components,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_RH_DELA_C_SKP,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Reproductive Health,Reproductive health (other),Other reproductive health indicators,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_RH_DELA_C_SKP_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Reproductive Health,Reproductive health (other),Other reproductive health indicators,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_anc_visits_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_anc1_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_anc4plus_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_anemia_any_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_anemia_moderate_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_any_media_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_birth_interval_short_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_bmi_low_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_bmi_overweight_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_delivery_csection_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_delivery_facility_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_edu_years_mean_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_health_decision_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_height_low_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_high_parity_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_iron_supplement_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_listens_radio_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_literate_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_mean_age_first_birth_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_mean_bmi_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_mean_parity_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_modern_fp_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_no_education_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_primary_edu_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_reads_newspaper_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_secondary_plus_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_skilled_attendant_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_teen_pregnancy_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_unmet_fp_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_vitA_postpartum_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_w_watches_tv_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,NA,NA,NA,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_WS_TLET_H_IMP,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Water and Sanitation,Sanitation facility,Type of sanitation facility,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_WS_TLET_H_IMP_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Water and Sanitation,Sanitation facility,Type of sanitation facility,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_WS_TLET_P_BAS,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Water and Sanitation,Sanitation facility,Type of sanitation facility,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2013_WS_TLET_P_BAS_adm2,individual,dhs2013_,DHS 2013 admin-2 aggregate,survey aggregate,Water and Sanitation,Sanitation facility,Type of sanitation facility,SierraLeone,1,FALSE,FALSE,TRUE,NA
dhs2014_AN_ANEM_W_ANY,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Adult Nutrition,Anemia (women),Anemia prevalence in women,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_AN_ANEM_W_ANY_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Adult Nutrition,Anemia (women),Anemia prevalence in women,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_AN_ANEM_W_ANY_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Adult Nutrition,Anemia (women),Anemia prevalence in women,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_AN_NUTS_W_THN,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Adult Nutrition,Nutritional status (women),BMI and nutritional status of women,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_AN_NUTS_W_THN_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Adult Nutrition,Nutritional status (women),BMI and nutritional status of women,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_AN_NUTS_W_THN_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Adult Nutrition,Nutritional status (women),BMI and nutritional status of women,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_anemia_any_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_anemia_any_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_anemia_moderate_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_anemia_moderate_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_ari_2wk_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_ari_2wk_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_bcg_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_bcg_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_bottle_fed_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_bottle_fed_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_diarrhea_2wk_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_diarrhea_2wk_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_diet_diversity_score_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_diet_diversity_score_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_dpt1_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_dpt1_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_dpt3_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_dpt3_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_early_initiation_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_early_initiation_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_fever_2wk_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_fever_2wk_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_fully_vaccinated_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_fully_vaccinated_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_infant_death_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_infant_death_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_iron_rich_food_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_iron_rich_food_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_low_birthweight_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_low_birthweight_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_malaria_rdt_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_malaria_rdt_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_birthweight_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_birthweight_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_haz_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_haz_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_hemoglobin_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_hemoglobin_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_waz_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_waz_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_whz_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_mean_whz_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_measles1_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_measles1_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_min_diet_diversity_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_min_diet_diversity_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_neonatal_death_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_neonatal_death_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_no_vaccination_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_no_vaccination_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_ort_diarrhea_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_ort_diarrhea_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_overweight_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_overweight_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_polio3_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_polio3_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_severely_stunted_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_severely_stunted_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_severely_wasted_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_severely_wasted_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_slept_itn_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_slept_itn_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_small_at_birth_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_small_at_birth_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_stunted_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_stunted_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_under5_death_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_under5_death_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_underweight_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_underweight_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_vita_rich_food_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_vita_rich_food_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_vita_supplement_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_vita_supplement_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_wasted_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_wasted_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_zinc_diarrhea_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_c_zinc_diarrhea_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,NA,NA,NA,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_CH_DIAT_C_ORT,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Child Health,Child health (other),Other child health indicators,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_CH_DIAT_C_ORT_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Child Health,Child health (other),Other child health indicators,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_CH_DIAT_C_ORT_adm2.y,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Child Health,Child health (other),Other child health indicators,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_CH_VACC_C_BAS,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Child Health,Vaccinations,Childhood vaccination coverage,Ghana,1,FALSE,FALSE,TRUE,NA
dhs2014_CH_VACC_C_BAS_adm2.x,individual,dhs2014_,DHS 2014 admin-2 aggregate,survey aggregate,Child Health,Vaccinations,Childhood vaccination coverage,Ghana,1,FALSE,FALSE,TRUE,NA
